Date,Avg_Magnitude_Forecast,Avg_Magnitude_Lower_CI,Avg_Magnitude_Upper_CI,Date,Meteor_Count_Forecast,Meteor_Count_Lower_CI,Meteor_Count_Upper_CI,Date,Peak_Activity_Forecast,Peak_Activity_Lower_CI,Peak_Activity_Upper_CI
2025-04-05 21:55:00,23312.891381748774,22192.938316498894,24432.844446998653,2025-04-05 21:55:00,153961.44444444444,127739.54994348527,180183.3389454036,2025-04-05 21:55:00,0.4444444444444444,0.28637887961632447,0.6025100092725644
2025-04-06 21:55:00,23315.014437235008,22189.637838738403,24440.391035731613,2025-04-06 21:55:00,153961.44444444444,127614.2278609371,180308.66102795178,2025-04-06 21:55:00,0.4444444444444444,0.2856134244607117,0.6032754644281771
2025-04-07 21:55:00,23317.137492721242,22186.363373577642,24447.91161186484,2025-04-07 21:55:00,153961.44444444444,127489.49906490996,180433.3898239789,2025-04-07 21:55:00,0.4444444444444444,0.28485164061634816,0.6040372482725407
2025-04-08 21:55:00,23319.260548207476,22183.114550280196,24455.406546134756,2025-04-08 21:55:00,153961.44444444444,127365.35520832048,180557.5336805684,2025-04-08 21:55:00,0.4444444444444444,0.28409347575902133,0.6047954131298675
2025-04-09 21:55:00,23321.38360369371,22179.891006833193,24462.876200554227,2025-04-09 21:55:00,153961.44444444444,127241.78813799693,180681.10075089193,2025-04-09 21:55:00,0.4444444444444444,0.28333887879572495,0.6055500100931639
2025-04-10 21:55:00,23323.506659179944,22176.69238966262,24470.320928697267,2025-04-10 21:55:00,153961.44444444444,127118.78988843058,180804.09900045829,2025-04-10 21:55:00,0.4444444444444444,0.2825877998244778,0.606301089064411
2025-04-11 21:55:00,23325.62971466618,22173.518353360447,24477.74107597191,2025-04-11 21:55:00,153961.44444444444,126996.35267578355,180926.53621310534,2025-04-11 21:55:00,0.4444444444444444,0.28184019009581274,0.6070486987930761
2025-04-12 21:55:00,23327.752770152412,22170.36856042302,24485.136979881805,2025-04-12 21:55:00,153961.44444444444,126874.46889214043,181048.41999674845,2025-04-12 21:55:00,0.4444444444444444,0.2810960019758527,0.6077928869130361
2025-04-13 21:55:00,23329.875825638646,22167.242681000094,24492.5089702772,2025-04-13 21:55:00,153961.44444444444,126753.13109999166,181169.7577888972,2025-04-13 21:55:00,0.4444444444444444,0.280355188910893,0.6085336999779958
2025-04-14 21:55:00,23331.99888112488,22164.140392654073,24499.857369595687,2025-04-14 21:55:00,153961.44444444444,126632.33202693737,181290.5568619515,2025-04-14 21:55:00,0.4444444444444444,0.2796177053934171,0.6092711834954717
2025-04-15 21:55:00,23334.121936611115,22161.06138012884,24507.18249309339,2025-04-15 21:55:00,153961.44444444444,126512.06456060096,181410.8243282879,2025-04-15 21:55:00,0.4444444444444444,0.2788835069294745,0.6100053819594143
2025-04-16 21:55:00,23336.24499209735,22158.00533512781,24514.484649066886,2025-04-16 21:55:00,153961.44444444444,126392.32174374243,181530.56714514643,2025-04-16 21:55:00,0.4444444444444444,0.27815255000735506,0.6107363388815338
2025-04-17 21:55:00,23338.368047583583,22154.971956100733,24521.764139066432,2025-04-17 21:55:00,153961.44444444444,126273.09676956187,181649.792119327,2025-04-17 21:55:00,0.4444444444444444,0.2774247920674969,0.611464096821392
